date,min,max,normal_min,normal_max
19601025,34.0,69.0,39.7,64.8
19601026,39.0,60.0,39.5,64.2
19601027,35.0,53.0,39.3,63.6
19601028,45.0,58.0,39.1,63.1
19601029,41.0,67.0,38.9,62.5
19601030,32.0,66.0,38.8,61.9
19601031,39.0,65.0,38.6,61.4
19601101,44.0,67.0,38.4,60.8
19601102,37.0,53.0,38.3,60.3
19601103,28.0,63.0,38.1,59.7
19601104,23.0,65.0,38.0,59.2
19601105,33.0,70.0,37.8,58.7
19601106,35.0,60.0,37.7,58.2
19601107,40.0,55.0,37.5,57.7
19601108,33.0,58.0,37.4,57.2
19601109,25.0,57.0,37.3,56.7
19601110,34.0,50.0,37.1,56.2
19601111,41.0,55.0,37.0,55.7
19601112,38.0,47.0,36.9,55.2
19601113,38.0,45.0,36.8,54.8
19601114,36.0,50.0,36.6,54.3
19601115,38.0,45.0,36.5,53.9
19601116,40.0,52.0,36.4,53.4
19601117,40.0,53.0,36.2,53.0
19601118,33.0,52.0,36.1,52.6
19601119,31.0,46.0,35.9,52.2
19601120,33.0,64.0,35.8,51.8
19601121,29.0,48.0,35.7,51.4
19601122,32.0,42.0,35.5,51.0
19601123,36.0,54.0,35.4,50.7
19601124,40.0,69.0,35.2,50.3
19601125,32.0,40.0,35.1,50.0
19601126,33.0,39.0,34.9,49.6
19601127,33.0,45.0,34.8,49.3
19601128,32.0,45.0,34.6,49.0
19601129,37.0,59.0,34.5,48.7
19601130,45.0,63.0,34.3,48.4
19601201,40.0,46.0,34.2,48.1
19601202,37.0,46.0,34.1,47.9
19601203,38.0,47.0,33.9,47.6
19601204,30.0,47.0,33.8,47.4
19601205,26.0,43.0,33.6,47.2
19601206,24.0,53.0,33.5,47.0
19601207,22.0,48.0,33.3,46.8
19601208,23.0,56.0,33.2,46.6
19601209,22.0,49.0,33.1,46.4
19601210,31.0,54.0,33.0,46.2
19601211,26.0,48.0,32.8,46.1
19601212,26.0,47.0,32.7,46.0
19601213,27.0,39.0,32.6,45.9
19601214,32.0,41.0,32.5,45.8
19601215,29.0,58.0,32.4,45.7
19601216,41.0,56.0,32.3,45.6
19601217,43.0,48.0,32.3,45.5
19601218,43.0,58.0,32.2,45.5
19601219,33.0,55.0,32.1,45.4
19601220,27.0,39.0,32.1,45.4
19601221,29.0,35.0,32.0,45.4
19601222,29.0,36.0,32.0,45.4
19601223,27.0,35.0,31.9,45.4
19601224,27.0,35.0,31.9,45.4
19601225,30.0,40.0,31.9,45.5
19601226,29.0,45.0,31.9,45.5
19601227,30.0,35.0,31.8,45.6
19601228,26.0,45.0,31.8,45.6
19601229,22.0,50.0,31.8,45.7
19601230,21.0,47.0,31.9,45.8
19601231,21.0,43.0,31.9,45.9
19610101,19.0,32.0,31.9,46.0
19610102,16.0,39.0,31.9,46.1
19610103,15.0,44.0,31.9,46.2
19610104,17.0,40.0,32.0,46.3
19610105,25.0,41.0,32.0,46.4
19610106,32.0,49.0,32.1,46.5
19610107,28.0,64.0,32.1,46.7
19610108,37.0,50.0,32.1,46.8
19610109,32.0,47.0,32.2,47.0
19610110,32.0,49.0,32.2,47.1
19610111,31.0,53.0,32.3,47.3
19610112,34.0,46.0,32.3,47.4
19610113,32.0,43.0,32.4,47.6
19610114,36.0,53.0,32.4,47.7
19610115,36.0,45.0,32.5,47.9
19610116,36.0,40.0,32.5,48.1
19610117,28.0,42.0,32.6,48.2
19610118,28.0,33.0,32.6,48.4
19610119,24.0,52.0,32.7,48.6
19610120,25.0,71.0,32.7,48.8
19610121,32.0,67.0,32.7,49.0
19610122,25.0,65.0,32.8,49.1
19610123,34.0,60.0,32.8,49.3
19610124,30.0,41.0,32.9,49.5
19610125,34.0,41.0,32.9,49.7
19610126,34.0,62.0,32.9,49.9
19610127,32.0,60.0,33.0,50.1
19610128,27.0,55.0,33.0,50.3
19610129,42.0,55.0,33.0,50.5
19610130,46.0,61.0,33.1,50.7
19610131,36.0,60.0,33.1,50.9
19610201,34.0,58.0,33.1,51.1
19610202,46.0,59.0,33.2,51.4
19610203,42.0,53.0,33.2,51.6
19610204,38.0,58.0,33.2,51.8
19610205,38.0,55.0,33.3,52.0
19610206,38.0,55.0,33.3,52.2
19610207,30.0,42.0,33.3,52.5
19610208,39.0,52.0,33.4,52.7
19610209,45.0,55.0,33.4,52.9
19610210,47.0,58.0,33.5,53.2
19610211,34.0,50.0,33.5,53.4
19610212,33.0,52.0,33.6,53.6
19610213,40.0,51.0,33.7,53.9
19610214,41.0,60.0,33.7,54.1
19610215,36.0,53.0,33.8,54.3
19610216,35.0,47.0,33.9,54.6
19610217,36.0,47.0,34.0,54.8
19610218,29.0,49.0,34.0,55.0
19610219,37.0,53.0,34.1,55.3
19610220,38.0,57.0,34.2,55.5
19610221,38.0,53.0,34.3,55.7
19610222,35.0,50.0,34.4,55.9
19610223,30.0,51.0,34.5,56.2
19610224,32.0,63.0,34.6,56.4
